Text,Class
ഇത്രെയും പ്രശ്നം ഉണ്ടാക്കിയത് നിന്റെ സുരാജ് ആണ്. അത് എന്താ നീ പറയാത്തത്. അവൻ ആരാണ്.,Non-abusive
നാക്കു ഒന്ന് ഒതുക്കുന്നതാ നല്ലത്. ഇതുപോലെ വന്നു സ്വയം നാണം കെടാതെ. തനിക്കു ചെയ്യാൻ പറ്റുന്നത് ചെയ്‌തൂടെ. കേസ് എന്ന് പറഞ്ഞു ആരെ പഠിപ്പിക്കുന്നത്,Abusive
ആ ഒണക്കയാണോ ഈ പെണ്ണും പിള്ളേരുടെ അച്ഛൻ,Abusive
ഈ കൂതറ സ്ത്രീ.. ഇനിയും കേരളത്തിൽ യുവജനത്തെ അങ്ങേയറ്റം വഴി തെറ്റിക്കാതിരിക്കാൻ ഇടവരുത്താതെ ദൈവമേ..,Abusive
"""കൊള്ളാല്ലോ.. ദിലീപ്, സുരേഷ് ഗോപി. ബുദ്ധി ഭയങ്കരം തന്നെ..""",Non-abusive
സമൂഹത്തിൽ ഇത് പോലെയുള്ള ഒരു കൂതറ സാധനത്തെയും ഇത് വരേ ഞാൻ കണ്ടിട്ടില്ല..,Abusive
അവതാരിക എന്തൊക്കെയോ കാണിക്കുന്നുണ്ടല്ലോ എല്ലാം കണക്കാ,Abusive
നിങ്ങൾക്കു വഴി തെറ്റിയാൽ...... ഒന്നുകൂടി മ നസ്സിൽ ആലോചിച്ചിട്ട് പോരെ പ്രസംഗം,Non-abusive
നിർത്തി പോടി നിന്റെ പൊറോട്ട് നാടകം . ദിൽഷാ ആർമി ആരെയുംവേദനിപ്പിച്ചിട്ടില്ല എന്ന് നീ കൈകൂപ്പി പറയുന്നുണ്ടല്ലോ. നീ ഇപ്പോൾ കാണിച്ചത് എന്ത് തേങ്ങയാണ്. ഇത് നിനക്ക് ബിഗ് ബോസ് ഹൗസിൽ വച്ച് പറയാമായിരുന്നില്ലേ ഇത്ര വൈകിക്കേണ്ട കാര്യമുണ്ടായിരുന്ന. അപ്പോൾ നിനക്ക് ആവശ്യം പണം തന്നെയാണ് . വലിയ ഡയലോഗൊന്നും അടിക്കേണ്ട അതിന് അർഹത ബ്ലെസ്സികും റിയാസിനും ആണ്. അത് ആദ്യം അവരെ തിരിച്ചു ഏൽപ്പിക്കുക എന്നിട്ട് സംസാരിക്കാം. ട്രോഫി നിന്റെമടിയിൽ തന്നെ വെച്ചാൽ മതി. നീയാണ് യഥാർത്ഥത്തിൽ അവരെ രണ്ടാളെയും തട്ടി കളിച്ചത്. എന്നിട്ട് ലൈവിൽ വന്ന് കരഞ്ഞുകൊണ്ട് പ്ലേറ്റ് കമിഴ്ത്തുനോ,Abusive
ബിഗ്‌ബോസിൽ  വച്ചു  നന്നായി  ഗെയിം കളിച്ചു  പ്രേക്ഷകരുടെ  മുൻപിലും  വന്നു നാടകം   കളിക്കാൻ  നാണമില്ലെടീ,Abusive
ഇവൾക്കൊക്കെ എന്ത് പണി കൊടുക്കാനാണ് ..... ഗുലുമാൽ കണ്ടട്ട് ഡിസ്‌ലൈക് ചെയ്ത ആദ്യ വീഡിയോ ...തികച്ചും മ്ലേച്ഛം,Abusive
മാര്യേജ് കഴിക്കുന്നത്തെ അച്ഛനെയും അമ്മയെയും ഒഴിവാക്കി പോവുക അല്ല മോളെ  നമ്മൾ മരിക്കുവോളം അച്ഛനെയും അമ്മയെയും സഹായിക്കം അവരെ പൊന്നു പോലെ നോക്കം അതിനു മാര്യേജ് ഒരു തടസം അല്ല നിനക്ക് dr വേണ്ട  എന്നു പറയു,Abusive
ഈ ഒരു പെൺകുട്ടിയെ കിട്ടാത്തതു കൊണ്ട്  ഞങ്ങളുടെ ഡോ രക്ഷപ്പെട്ടു... ഇതാണ് ശരിക്കുള്ള സ്വഭാവം എന്ന് ഇപ്പോഴല്ലേ മനസ്സിലായത് . ഡോ പറഞ്ഞ പോലെ നീ വലിയ ഐശ്വര്യറായി ഒന്നും അല്ല ഇതിനും നല്ലൊരു കുട്ടിയെഡോക്റ്റർക്ക് കിട്ടും,Abusive
ലെ ബഷീർ *    ആദ്യം കെട്ടിയത് മന്ദബുദ്ധി ആയത് കൊണ്ട് ലൈഫ് നല്ല സ്മൂത്തായിട്ട് പോവുന്നു. ...!!,Non-abusive
അന്യർക്ക് ഭംഗി വെളിവാക്കാൻ മനസ് കാലിട്ടടിക്കും  അതാണ് പെണ്ണ്   അതിനെ മാറ്റിയെടുത്ത് തന്റെ സൗന്ദര്യം ഭർത്താവിന് മാത്രം ( വഴിയിൽ കാണുന്ന അന്യ പുരുഷൻമാർ കാണരുതേ എന്ന് ചിന്തിക്കന്ന )ആസ്വാധിക്കാൻ മനസ് മ പാകപ്പെടുത്തുക  അതാണ് പെണ്ണ്    ഭർത്താവല്ലാത്ത അന്യരായ പുര്യഷൻ എന്നിലേക്ക് ആകർശിക്കണമെന്ന് ചിന്തിക്കുന്ന പെണ്ണ് വേശ്യയാണ്    അല്ലാഹു  അത്തരം സത്രീകൾക്ക് നാളെ സ്വർഗ്ഗം നിശിദ്ധമാക്കും,Abusive
മറ്റുള്ളവർ ഡിഗ്രെഡ്  ചെയ്‌തെന്നും പറഞ്ഞു ഇത്ര പെട്ടന്ന് ഇല്ലാതാകുന്ന ഒന്നായിരുന്നോ ദിൽഷ പറയാറുള്ള ആത്മാർത്ഥ സൗഹൃദം,Non-abusive
പിഷാരടിയുടെ ഭീഷണിക്ക് വഴങ്ങി നിങ്ങൾ ആ എപ്പിസോഡ് എന്തിനാണ് റിമൂവ് ചെയ്തത് അനൂപ്,Non-abusive
ഇവളെ ഒക്കെ ആരേലും കൊണ്ടു വരുവോ അണ്ണാ,Abusive
ഒരുകാലത്ത് മുസ്ലിങ്ങൾ ഷക്കീല എന്ന പേര് ഉള്ള മുസ്ലിം പെൺകുട്ടികളുടെ പേരുപോലും മാറ്റിക്കളയുകയായിരുന്നു ഷക്കീല എന്ന പേര് ഇപ്പോൾ മുസ്ലിങ്ങൾ ഇടുന്നില്ല അവരുടെ മക്കൾക്ക് അതുപോലെ അഞ്ചിത നായർ എന്ന പേര് നായന്മാർ ഇഷ്ടപ്പെടുന്നില്ല ഇഷ്ടപ്പെടുന്നില്ല ഷക്കീലയുടെ മക്കൾ പോലും അവരുടെ വീഡിയോ കണ്ടു ശ്വസിക്കുന്നു രസിക്കുന്നു,Abusive
എന്തോ ഒരു കുന്ത്രാണ്ടം ഒണ്ടല്ലോ കൊച്ചിനെ ഇടാൻ .  അതുണ്ടാക്കി വെച്ചാൽ പോരെ ?,Non-abusive
ഗുലുമാൽ ഇഷ്ട്ടം ആണ്  ഇതിനെങ്കിലും സെലിബ്രൈറ്റി എന്ന വാക്ക് ഒഴിവാക്കാമായിരുന്നു,Abusive
ഇതൊക്കെ കുറച്ച് നാളുകൾ കഴിയുമ്പോ  അവസാനിക്കും .അടുത്ത ആരെയെങ്കിലും കിട്ടുന്നതുവരെ ഉണ്ടാവും,Non-abusive
ഇവളുടെ മുഖം കണ്ടപ്പോ ഞാൻ മാത്രമാണോ ഡിസ്‌ലൈക്ക് അടിച്ചെ,Abusive
തെറ്റ് തെറ്റായി കാണാൻ പഠിക്കണം വീണടുത്തു കിടന്ന് ഉരുളാൻ നല്ല തൊലി കട്ടിയാ,Abusive
കുന്തം വിട്ട് തരാൻ നിങ്ങൾ ലുട്ടാപ്പി ഒന്നുമല്ലല്ലോ,Abusive
യു ട്യൂബിൽ വീഡിയോ ഇട്ടാൽ അതും ലാഭം ക്യാഷ് കിട്ടുമല്ലോ,Abusive
സ്വന്തം ഭർത്താവ് മറ്റൊരു സ്ത്രീയുടെ.................... ഇൽ .............ആലോചിക്കുമ്പോൾ തന്നെ അറപ്പു തോന്നുന്നു.,Non-abusive
അത് ശരിയാ മെന്റൽ ആയി പോയി,Abusive
ഈ സ്ത്രീ എന്ത് കുന്തമാ ഈ പറയുന്നേ എനിക്ക്   ഒന്നും മനസിലായില്ല,Abusive
ശരിയാ പൊളിയാ കാണാൻ മേക്കപ്പ് ഇട്ടോണ്ട്,Abusive
ഇന്റർവ്യൂ ചെയ്യാൻ ആളെ കിട്ടാൻ ഇത്രക്ക് ദാരിദ്ര്യം ആണോ ഈ ചാനെലിനു,Abusive
ഏറ്റവും പ്രധാനപ്പെട്ട ഈ വിഷയം തിരഞ്ഞെടു ത്തിൽ സന്തോഷിക്കുന്നു കാക്കയുടെ സ്വാധീനം മലയാള സാഹിത്യത്തിൽ എന്നതും കൂടി ആകാമായിരുന്നു.,Non-abusive
സ്വന്തമായി എഴുതണം  അല്ലാതെ വഴക്കുല  കക്കാൻ പോയാൽ ഇങ്ങനെ ണ്ടാകും,Abusive
കൂടുതൽ ഡെക്കറേഷൻ വേണ്ട തേച്ചു അത് മതി.. കഷ്ടം.,Abusive
എല്ലാവരും ഇവരെ കുറ്റം പറയുന്നു പക്ഷെ ഇവരുടെ വീഡിയോ കാണുന്നവർ മാന്യന്മാരും. എന്തൊരു വിരോധാഭാസം,Non-abusive
എന്തിനാ അനൂബേട്ടാ ഇതുപോലൊരു ഊളയെ വിളിച്ച്‌ ഈ പരിപാടിയുടെ നിലവാരം കളയുന്നത് ..???,Abusive
ഇവളാരാ എഴുത്തച്ഛന്റെ കൊച്ചുമോളോ മര്യാദക്ക് സംസാരിക്ക് മോളെ ചുമ്മാ അച്ചടി ഭാഷ റെക്കോർഡ് കേട്ട് മന പാഠം പഠിച്ചു പറയുന്നത് കേട്ടിട്ട് ഛർദിക്കാൻ വരുന്നു.,Abusive
നിൽക്കേണ്ട സ്ഥാനത്തു നിന്നിരുന്നു എങ്കിൽ ഇതിന്റെ ഒരു ആവശ്യം ഇല്ലാരുന്നു.....,Abusive
നീ പറയുന്നത് പോലെ ജീവിക്കാൻ നമുക്ക് താല്പര്യം ഇല്ല നീ അനുഭവിക്കും,Abusive
എന്തായാലും കൂട്ടത്തിൽ പാവം നീ ആയോണ്ട്... നീ തന്നെ വിൻ ചെയ്ത്.... മുമ്പിൽ ഉള്ളവരെ ദൈവം ആയിട്ട് മാറ്റി തന്നു,Non-abusive
